code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,is_attrition,date_registration,module_presentation_length,early_assessment_count_expected,early_assessment_weight_expected,assessment_submission_count_early,assessment_score_mean_early,assessment_score_std_early,assessment_score_max_early,assessment_score_min_early,assessment_weighted_score_sum_early,assessment_mean_submission_delay_early,assessment_late_submission_count_early,assessment_banked_count_early,assessment_type_count_cma_early,assessment_type_count_tma_early,vle_total_clicks_early,vle_event_count_early,vle_active_days_early,vle_unique_sites_early,vle_clicks_dataplus_early,vle_clicks_dualpane_early,vle_clicks_externalquiz_early,vle_clicks_forumng_early,vle_clicks_glossary_early,vle_clicks_homepage_early,vle_clicks_htmlactivity_early,vle_clicks_oucollaborate_early,vle_clicks_oucontent_early,vle_clicks_ouelluminate_early,vle_clicks_ouwiki_early,vle_clicks_page_early,vle_clicks_questionnaire_early,vle_clicks_quiz_early,vle_clicks_repeatactivity_early,vle_clicks_resource_early,vle_clicks_sharedsubpage_early,vle_clicks_subpage_early,vle_clicks_url_early,assessment_submission_ratio_early,assessment_weighted_score_ratio_early,registration_lead_days
BBB,2013B,554608,F,Wales,Lower Than A Level,60-70%,35-55,0,120,N,Pass,0,-50.0,240,3,24.0,3.0,92.0,7.0,100.0,87.0,21.37,1.6666666666666667,1.0,0.0,1.0,2.0,587.0,228.0,51.0,49.0,0.0,0.0,0.0,256.0,0.0,161.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,48.0,0.0,95.0,8.0,1.0,0.8904166666666667,50.0
BBB,2013B,554637,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,1,-46.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,46.0
BBB,2013B,554783,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,1,-42.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,158.0,22.0,20.0,0.0,0.0,0.0,629.0,0.0,135.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,17.0,12.0,0.0,0.0,42.0
BBB,2013B,554795,F,South West Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,0,-30.0,240,3,24.0,3.0,79.0,21.517434791350013,100.0,57.0,18.25,1.6666666666666667,1.0,0.0,1.0,2.0,244.0,95.0,20.0,30.0,0.0,0.0,0.0,81.0,0.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,23.0,0.0,29.0,9.0,1.0,0.7604166666666666,30.0
BBB,2013B,554818,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1,-16.0,240,3,24.0,2.0,61.5,0.7071067811865476,62.0,61.0,14.08,-0.5,0.0,0.0,0.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.5866666666666667,16.0
BBB,2013B,554830,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Fail,0,-25.0,240,3,24.0,2.0,92.5,10.606601717798213,100.0,85.0,5.25,3.0,1.0,0.0,1.0,1.0,359.0,129.0,18.0,41.0,0.0,0.0,0.0,158.0,1.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,26.0,0.0,68.0,13.0,0.6666666666666666,0.21875,25.0
BBB,2013B,554894,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,0,-46.0,240,3,24.0,3.0,83.66666666666667,14.571661996262927,100.0,72.0,17.91,1.6666666666666667,1.0,0.0,1.0,2.0,1837.0,350.0,56.0,30.0,0.0,0.0,0.0,1499.0,8.0,228.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,54.0,0.0,16.0,0.0,17.0,12.0,1.0,0.74625,46.0
BBB,2013B,554898,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,-15.0,240,3,24.0,3.0,51.0,11.0,62.0,40.0,12.68,1.6666666666666667,1.0,0.0,1.0,2.0,390.0,191.0,33.0,35.0,0.0,0.0,0.0,226.0,4.0,98.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,10.0,0.0,24.0,8.0,1.0,0.5283333333333333,15.0
BBB,2013B,554920,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,-36.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
BBB,2013B,554930,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,1,-4.0,240,3,24.0,3.0,66.33333333333333,29.263173671584795,100.0,47.0,12.709999999999999,1.3333333333333333,1.0,0.0,1.0,2.0,445.0,208.0,38.0,34.0,0.0,0.0,0.0,264.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,19.0,0.0,27.0,14.0,1.0,0.5295833333333333,4.0
BBB,2013B,554986,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,0,-46.0,240,3,24.0,2.0,20.0,28.284271247461902,40.0,0.0,0.4,5.5,2.0,0.0,1.0,1.0,740.0,246.0,19.0,50.0,0.0,0.0,0.0,214.0,21.0,153.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,25.0,0.0,123.0,0.0,135.0,63.0,0.6666666666666666,0.016666666666666666,46.0
BBB,2013B,554998,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,0,-34.0,240,3,24.0,3.0,79.66666666666667,18.17507450695411,100.0,65.0,17.57,-2.0,1.0,0.0,1.0,2.0,305.0,121.0,30.0,20.0,0.0,0.0,0.0,128.0,1.0,112.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,0.0,22.0,5.0,1.0,0.7320833333333333,34.0
BBB,2013B,555035,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,1,-28.0,240,3,24.0,2.0,59.0,12.727922061357855,68.0,50.0,14.74,11.0,2.0,0.0,0.0,2.0,77.0,35.0,9.0,15.0,0.0,0.0,0.0,26.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,13.0,2.0,0.6666666666666666,0.6141666666666666,28.0
BBB,2013B,555059,F,East Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Distinction,0,-46.0,240,3,24.0,3.0,82.0,15.588457268119896,100.0,73.0,17.79,-1.6666666666666667,1.0,0.0,1.0,2.0,666.0,230.0,32.0,68.0,0.0,0.0,0.0,224.0,6.0,201.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,19.0,0.0,62.0,0.0,114.0,24.0,1.0,0.74125,46.0
BBB,2013B,555086,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,-25.0,240,3,24.0,3.0,78.0,19.05255888325765,100.0,67.0,16.41,1.3333333333333333,1.0,0.0,1.0,2.0,357.0,151.0,32.0,21.0,0.0,0.0,0.0,216.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,11.0,0.0,14.0,8.0,1.0,0.68375,25.0
BBB,2013B,555102,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,0,-25.0,240,3,24.0,3.0,79.33333333333333,17.925772879665004,100.0,68.0,16.740000000000002,0.6666666666666666,1.0,0.0,1.0,2.0,75.0,28.0,13.0,7.0,0.0,0.0,0.0,29.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,1.0,0.6975000000000001,25.0
BBB,2013B,555157,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,0,-46.0,240,3,24.0,3.0,74.0,22.516660498395403,100.0,61.0,15.030000000000001,4.333333333333333,2.0,0.0,1.0,2.0,47.0,21.0,5.0,8.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,3.0,5.0,1.0,0.6262500000000001,46.0
BBB,2013B,555212,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,-46.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
BBB,2013B,555263,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,0,-29.0,240,3,24.0,3.0,72.0,9.848857801796104,80.0,61.0,15.530000000000001,-1.0,1.0,0.0,1.0,2.0,323.0,105.0,21.0,23.0,0.0,0.0,0.0,167.0,6.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,18.0,8.0,1.0,0.6470833333333333,29.0
BBB,2013B,555309,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,0,-30.0,240,3,24.0,3.0,89.33333333333333,9.45163125250522,100.0,82.0,20.060000000000002,1.0,1.0,0.0,1.0,2.0,1035.0,325.0,45.0,38.0,0.0,0.0,0.0,546.0,0.0,210.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,100.0,0.0,155.0,7.0,1.0,0.8358333333333334,30.0
BBB,2013B,555338,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,1,-42.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
BBB,2013B,555407,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Fail,0,-46.0,240,3,24.0,3.0,56.0,51.068581339214816,100.0,0.0,4.4,2.0,1.0,0.0,1.0,2.0,166.0,62.0,10.0,19.0,0.0,0.0,0.0,87.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,7.0,0.0,14.0,5.0,1.0,0.18333333333333335,46.0
BBB,2013B,555414,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,0,-36.0,240,3,24.0,3.0,83.0,14.798648586948742,100.0,73.0,18.33,1.3333333333333333,1.0,0.0,1.0,2.0,458.0,219.0,38.0,38.0,0.0,0.0,0.0,190.0,4.0,158.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,24.0,0.0,25.0,0.0,33.0,21.0,1.0,0.7637499999999999,36.0
BBB,2013B,555552,F,London Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn,1,-43.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,1.0,10.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,43.0
BBB,2013B,555627,M,Wales,Lower Than A Level,60-70%,0-35,0,60,N,Fail,0,-43.0,240,3,24.0,1.0,87.0,0.0,87.0,87.0,4.35,0.0,0.0,0.0,0.0,1.0,138.0,51.0,12.0,18.0,0.0,0.0,0.0,83.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,16.0,1.0,0.3333333333333333,0.18125,43.0
BBB,2013B,555667,F,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Distinction,0,-44.0,240,3,24.0,3.0,86.66666666666667,11.930353445448851,100.0,77.0,19.009999999999998,0.3333333333333333,1.0,0.0,1.0,2.0,351.0,156.0,32.0,34.0,0.0,0.0,0.0,119.0,0.0,121.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,58.0,17.0,1.0,0.7920833333333333,44.0
BBB,2013B,555670,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,0,-34.0,240,3,24.0,3.0,86.33333333333333,11.930353445448855,100.0,78.0,19.48,1.3333333333333333,1.0,0.0,1.0,2.0,752.0,194.0,31.0,35.0,0.0,0.0,0.0,334.0,0.0,190.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,0.0,78.0,0.0,91.0,25.0,1.0,0.8116666666666666,34.0
BBB,2013B,555672,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,0,-44.0,240,3,24.0,3.0,84.0,13.892443989449804,100.0,75.0,18.61,1.6666666666666667,1.0,0.0,1.0,2.0,524.0,170.0,33.0,35.0,0.0,0.0,0.0,157.0,0.0,162.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,63.0,0.0,106.0,14.0,1.0,0.7754166666666666,44.0
BBB,2013B,555673,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,0,-42.0,240,3,24.0,3.0,78.33333333333333,18.929694486000916,100.0,65.0,16.85,1.3333333333333333,1.0,0.0,1.0,2.0,2630.0,322.0,35.0,56.0,0.0,0.0,0.0,2085.0,5.0,331.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,54.0,1.0,106.0,28.0,1.0,0.7020833333333334,42.0
BBB,2013B,555674,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,0,-44.0,240,3,24.0,3.0,87.33333333333333,11.15048578911849,100.0,79.0,19.37,1.0,1.0,0.0,1.0,2.0,372.0,161.0,45.0,18.0,0.0,0.0,0.0,180.0,0.0,123.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,11.0,0.0,31.0,4.0,1.0,0.8070833333333334,44.0
BBB,2013B,555675,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,0,-44.0,240,3,24.0,3.0,87.0,11.269427669584644,100.0,80.0,19.450000000000003,1.0,1.0,0.0,1.0,2.0,789.0,282.0,52.0,38.0,0.0,0.0,0.0,347.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,38.0,0.0,82.0,27.0,1.0,0.8104166666666668,44.0
BBB,2013B,555695,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,0,-34.0,240,3,24.0,3.0,82.66666666666667,19.857828011475306,100.0,61.0,16.33,-0.6666666666666666,1.0,0.0,1.0,2.0,388.0,143.0,26.0,37.0,0.0,0.0,0.0,200.0,0.0,113.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,0.0,12.0,0.0,26.0,5.0,1.0,0.6804166666666666,34.0
BBB,2013B,555707,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1,-43.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
BBB,2013B,555747,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,0,-15.0,240,3,24.0,3.0,87.33333333333333,11.372481406154655,100.0,78.0,20.02,-2.3333333333333335,1.0,0.0,1.0,2.0,918.0,361.0,65.0,46.0,0.0,0.0,0.0,513.0,3.0,257.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,36.0,0.0,48.0,9.0,1.0,0.8341666666666666,15.0
BBB,2013B,555837,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,1,-20.0,240,3,24.0,3.0,29.666666666666668,13.051181300301261,40.0,15.0,4.800000000000001,1.3333333333333333,1.0,0.0,1.0,2.0,6517.0,543.0,78.0,26.0,0.0,0.0,0.0,5891.0,4.0,496.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,35.0,0.0,16.0,0.0,44.0,21.0,1.0,0.20000000000000004,20.0
BBB,2013B,555838,F,Wales,HE Qualification,60-70%,0-35,0,120,N,Pass,0,-43.0,240,3,24.0,3.0,93.33333333333333,5.77350269189626,100.0,90.0,21.7,0.3333333333333333,1.0,0.0,1.0,2.0,313.0,137.0,36.0,19.0,0.0,0.0,0.0,146.0,0.0,109.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,0.0,26.0,4.0,1.0,0.9041666666666667,43.0
BBB,2013B,555880,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Fail,0,-12.0,240,3,24.0,1.0,75.0,0.0,75.0,75.0,3.75,0.0,0.0,0.0,0.0,1.0,197.0,91.0,17.0,20.0,0.0,0.0,0.0,44.0,0.0,83.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,18.0,0.3333333333333333,0.15625,12.0
BBB,2013B,555902,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,0,-16.0,240,3,24.0,1.0,65.0,0.0,65.0,65.0,3.25,0.0,0.0,0.0,0.0,1.0,89.0,36.0,6.0,13.0,0.0,0.0,0.0,61.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,2.0,0.3333333333333333,0.13541666666666666,16.0
BBB,2013B,555909,F,London Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,1,-22.0,240,3,24.0,3.0,78.33333333333333,20.207259421636905,100.0,60.0,15.55,2.0,1.0,0.0,1.0,2.0,165.0,57.0,8.0,11.0,0.0,0.0,0.0,114.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,3.0,3.0,1.0,0.6479166666666667,22.0
BBB,2013B,555930,F,Ireland,Lower Than A Level,30-40%,35-55,0,75,N,Fail,0,-12.0,240,3,24.0,3.0,73.0,8.18535277187245,80.0,64.0,17.5,3.0,2.0,0.0,1.0,2.0,2071.0,395.0,38.0,47.0,0.0,0.0,0.0,1411.0,10.0,330.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,42.0,0.0,80.0,0.0,155.0,36.0,1.0,0.7291666666666666,12.0
BBB,2013B,555935,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1,-21.0,240,3,24.0,3.0,77.66666666666667,19.857828011475306,100.0,62.0,16.88,0.3333333333333333,1.0,0.0,1.0,2.0,102.0,35.0,10.0,6.0,0.0,0.0,0.0,61.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,0.0,1.0,0.7033333333333333,21.0
BBB,2013B,555946,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,0,-34.0,240,3,24.0,3.0,75.0,22.11334438749598,100.0,58.0,15.96,2.3333333333333335,2.0,0.0,1.0,2.0,359.0,134.0,32.0,23.0,0.0,0.0,0.0,188.0,0.0,92.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,24.0,0.0,29.0,8.0,1.0,0.665,34.0
BBB,2013B,555995,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1,-16.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
BBB,2013B,556077,M,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,1,-36.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,56.0,12.0,17.0,0.0,0.0,0.0,72.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,3.0,0.0,0.0,36.0
BBB,2013B,556138,F,East Midlands Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,1,-28.0,240,3,24.0,3.0,66.66666666666667,5.77350269189626,70.0,60.0,16.7,1.6666666666666667,1.0,0.0,1.0,2.0,213.0,76.0,10.0,22.0,0.0,0.0,0.0,128.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,8.0,0.0,7.0,7.0,1.0,0.6958333333333333,28.0
BBB,2013B,556224,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0,-30.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
BBB,2013B,556284,M,South Region,HE Qualification,90-100%,0-35,0,120,N,Pass,0,-15.0,240,3,24.0,3.0,90.66666666666667,8.144527815247075,100.0,85.0,20.91,0.6666666666666666,1.0,0.0,1.0,2.0,158.0,64.0,16.0,14.0,0.0,0.0,0.0,71.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,0.0,13.0,4.0,1.0,0.87125,15.0
BBB,2013B,556292,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction,0,-24.0,240,3,24.0,3.0,86.66666666666667,11.930353445448851,100.0,77.0,19.009999999999998,-1.0,1.0,0.0,1.0,2.0,540.0,165.0,34.0,31.0,0.0,0.0,0.0,283.0,0.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,28.0,0.0,57.0,13.0,1.0,0.7920833333333333,24.0
BBB,2013B,556301,F,South East Region,HE Qualification,70-80%,35-55,0,120,N,Pass,0,-34.0,240,3,24.0,3.0,89.66666666666667,10.503967504392486,100.0,79.0,21.15,1.0,1.0,0.0,1.0,2.0,497.0,219.0,41.0,38.0,0.0,0.0,0.0,153.0,0.0,154.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,33.0,0.0,40.0,0.0,98.0,15.0,1.0,0.88125,34.0
BBB,2013B,556318,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,0,-15.0,240,3,24.0,1.0,43.0,0.0,43.0,43.0,2.15,-4.0,0.0,0.0,0.0,1.0,75.0,31.0,6.0,7.0,0.0,0.0,0.0,58.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.3333333333333333,0.08958333333333333,15.0
BBB,2013B,556349,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,0,-23.0,240,3,24.0,3.0,72.33333333333333,25.423086620891127,100.0,50.0,13.35,2.0,1.0,0.0,1.0,2.0,60.0,30.0,8.0,11.0,0.0,0.0,0.0,9.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,0.0,6.0,3.0,1.0,0.55625,23.0
BBB,2013B,556481,F,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,1,-30.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,30.0
BBB,2013B,556502,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Pass,0,-34.0,240,3,24.0,3.0,85.33333333333333,15.567059238447492,100.0,69.0,17.77,-0.6666666666666666,1.0,0.0,1.0,2.0,1294.0,357.0,74.0,23.0,0.0,0.0,0.0,980.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,7.0,0.0,24.0,7.0,1.0,0.7404166666666666,34.0
BBB,2013B,556553,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,0,-34.0,240,3,24.0,3.0,81.66666666666667,15.885003409925138,100.0,72.0,17.740000000000002,2.0,1.0,0.0,1.0,2.0,337.0,90.0,19.0,20.0,0.0,0.0,0.0,129.0,0.0,96.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,10.0,0.0,57.0,26.0,1.0,0.7391666666666667,34.0
BBB,2013B,556568,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,-30.0,240,3,24.0,3.0,77.0,22.06807649071391,100.0,56.0,17.3,1.3333333333333333,1.0,0.0,1.0,2.0,136.0,71.0,20.0,18.0,0.0,0.0,0.0,13.0,1.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,13.0,0.0,33.0,12.0,1.0,0.7208333333333333,30.0
BBB,2013B,556585,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1,-25.0,240,3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
BBB,2013B,556605,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Pass,0,-22.0,240,3,24.0,3.0,77.66666666666667,19.655363983740756,100.0,63.0,16.75,4.0,2.0,0.0,1.0,2.0,117.0,37.0,5.0,16.0,0.0,0.0,0.0,26.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,5.0,0.0,16.0,9.0,1.0,0.6979166666666666,22.0
BBB,2013B,556648,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,0,-24.0,240,3,24.0,1.0,71.0,0.0,71.0,71.0,3.55,0.0,0.0,0.0,0.0,1.0,188.0,87.0,19.0,25.0,0.0,0.0,0.0,75.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,18.0,6.0,0.3333333333333333,0.14791666666666667,24.0
BBB,2013B,556692,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1,-30.0,240,3,24.0,3.0,86.66666666666667,11.71893055416463,100.0,78.0,19.66,4.0,2.0,0.0,1.0,2.0,172.0,66.0,7.0,34.0,0.0,0.0,0.0,79.0,1.0,40.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,17.0,7.0,1.0,0.8191666666666667,30.0
BBB,2013B,556840,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,1,-29.0,240,3,24.0,1.0,73.0,0.0,73.0,73.0,3.65,14.0,1.0,0.0,0.0,1.0,374.0,109.0,16.0,30.0,0.0,0.0,0.0,220.0,7.0,73.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,32.0,0.0,25.0,13.0,0.3333333333333333,0.15208333333333332,29.0
